1389,3800,47337,100128,102821,131578,151660,179055,187261,210848,214609,215635,232245,241197,260682,261090,261435,261940,278932,366405,393909,395123,395346,412461,419851,419851,420398,420398,421784,422192
6,6,112,112,112,136,136,136,136,193,254,254,270,286,297,333,333,333,333,333,333,338,424,424,429,437,448,2638,2638,2638
6,6,112,112,112,136,136,136,136,193,254,254,270,286,297,333,333,333,333,333,333,338,424,424,429,437,448,2638,2638,2638
